mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.06141061782836914,0.005774362151409193,0.0019013404846191407,4.8505004527659996e-05,0.8,0.2,6,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",0.6194690265486725,0.5572519083969466,0.5403377110694184,0.5471014492753623,0.5111111111111111,0.5550542412803022,0.03567889054641135,34
0.12043066024780273,0.006947100527018365,0.005286073684692383,0.0015751433784457552,0.8,0.2,6,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.8}",0.5971731448763251,0.5518518518518518,0.5381818181818182,0.5588752196836555,0.5143884892086331,0.5520941047604568,0.027178768279042802,38
0.10850067138671875,0.0024245033779628556,0.004818964004516602,0.0011601554224929434,0.8,0.2,6,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 6, 'n_estimators': 200, 'subsample': 1.0}",0.5974955277280859,0.5512104283054003,0.5335820895522388,0.5381818181818182,0.52994555353902,0.5500830834613126,0.02477358998756052,44
0.11641097068786621,0.00919009558741521,0.0046993732452392575,0.0014430050666817934,0.8,0.2,9,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 100, 'subsample': 0.8}",0.6010544815465729,0.5614678899082569,0.5238095238095238,0.5537918871252204,0.5201465201465202,0.5520540605072188,0.029354817228240793,40
0.10042548179626465,0.00735504380035778,0.002550220489501953,9.162703618338496e-05,0.8,0.2,9,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 100, 'subsample': 1.0}",0.6056338028169014,0.567219152854512,0.5428051001821493,0.5435168738898757,0.5364963503649635,0.5591342560216803,0.025497420012869525,25
0.19460515975952147,0.010807924340058441,0.005035972595214844,0.0016954122864810204,0.8,0.2,9,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 200, 'subsample': 0.8}",0.6035087719298246,0.5471349353049908,0.5280289330922242,0.5543859649122806,0.5171790235081374,0.5500475257494915,0.029834768116468947,45
0.1815332889556885,0.01527687356890478,0.0049441814422607425,0.0017827912818989898,0.8,0.2,9,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 9, 'n_estimators': 200, 'subsample': 1.0}",0.5789473684210527,0.5688073394495413,0.5316455696202531,0.5357142857142857,0.5263157894736842,0.5482860705357634,0.021348943580914836,46
0.04223742485046387,0.009761744071943352,0.002188301086425781,0.0006766496297121536,1.0,0.01,3,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.32620320855614976,0.2809917355371901,0.30687830687830686,0.3220779220779221,0.2749326145552561,0.302216757520965,0.020911584104594993,70
0.04549765586853027,0.007546376705799383,0.0022782802581787108,0.0008532989208301829,1.0,0.01,3,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.24,0.2342857142857143,0.2303370786516854,0.23822714681440443,0.24022346368715083,0.23661468068779098,0.003792522126956644,72
0.07395105361938477,0.01094620121791222,0.003599214553833008,0.0009534133959511834,1.0,0.01,3,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.5310492505353319,0.5175438596491229,0.5245202558635395,0.4693446088794926,0.4774193548387097,0.5039754659532394,0.025470385983459052,58
